event,stadium,city,event_date,olympic,name,country,born,gender,place,age
400 metres Hurdles,"Francis Field, Washington University, St. Louis","St. Louis, United States",1904-08-31,1904 St. Louis Summer Games,George Poage,USA,1880-11-06,Male,3,23.83013698630137
400 metres Hurdles,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-16,1964 Tokyo Summer Games,John Cooper,GBR,1940-12-18,Male,2,23.843835616438355
400 metres Hurdles,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-07-30,1928 Amsterdam Summer Games,Frank Cuhel,USA,1904-09-28,Male,2,23.852054794520548
400 metres Hurdles,"Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-16,1920 Antwerpen Summer Games,Frank Loomis,USA,1896-08-22,Male,1,23.997260273972604
400 metres Hurdles,"Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-26,1980 Moskva Summer Games,Volker Beck,GDR,1956-06-30,Male,1,24.087671232876712
400 metres Hurdles,"Empire Stadium, Wembley, London","London, Great Britain",1948-07-31,1948 London Summer Games,Rune Larsson,SWE,1924-06-17,Male,3,24.136986301369863
400 metres Hurdles,"Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-24,1956 Melbourne Summer Games,Josh Culbreath,USA,1932-09-14,Male,3,24.21095890410959
400 metres Hurdles,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-15,1968 Ciudad de México Summer Games,Dave Hemery,GBR,1944-07-18,Male,1,24.26027397260274
400 metres Hurdles,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-16,1964 Tokyo Summer Games,Rex Cawley,USA,1940-07-06,Male,1,24.295890410958904
400 metres Hurdles,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-15,1900 Paris Summer Games,Walter Tewksbury,USA,1876-03-21,Male,1,24.33150684931507
400 metres Hurdles,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-08-01,1996 Atlanta Summer Games,Calvin Davis,USA,1972-04-02,Male,3,24.34794520547945
400 metres Hurdles,"Olympic Stadium, Roma","Roma, Italy",1960-09-02,1960 Roma Summer Games,Dick Howard,USA,1935-08-22,Male,3,25.04931506849315
400 metres Hurdles,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-01,1932 Los Angeles Summer Games,Bob Tisdall,IRL,1907-05-16,Male,1,25.23013698630137
400 metres Hurdles,"Beijing National Stadium, Beijing","Beijing, China",2008-08-18,2008 Beijing Summer Games,Bershawn Jackson,USA,1983-05-08,Male,3,25.2986301369863
400 metres Hurdles,"Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-07-30,1928 Amsterdam Summer Games,Morgan Taylor,USA,1903-04-17,Male,3,25.304109589041097
400 metres Hurdles,"Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-25,1976 Montréal Summer Games,Yevgeny Gavrilenko,URS,1951-04-05,Male,3,25.323287671232876
400 metres Hurdles,"Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-21,1952 Helsinki Summer Games,John Holland,NZL,1926-12-20,Male,3,25.602739726027398
400 metres Hurdles,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-06,1992 Barcelona Summer Games,Kevin Young,USA,1966-09-16,Male,1,25.90684931506849
400 metres Hurdles,"National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-16,1964 Tokyo Summer Games,Salvatore Morale,ITA,1938-11-04,Male,3,25.96712328767123
400 metres Hurdles,"Olympic Stadium, Roma","Roma, Italy",1960-09-02,1960 Roma Summer Games,Glenn Davis,USA,1934-09-12,Male,1,25.991780821917807
400 metres Hurdles,"Colombes Olympic Stadium, Colombes","Paris, France",1924-07-07,1924 Paris Summer Games,Erkka Wilén,FIN,1898-07-15,Male,2,25.994520547945207
400 metres Hurdles,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-08-01,1996 Atlanta Summer Games,Derrick Adkins,USA,1970-07-02,Male,1,26.101369863013698
400 metres Hurdles,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-04,1936 Berlin Summer Games,Glenn Hardin,USA,1910-07-01,Male,1,26.112328767123287
400 metres Hurdles,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-26,2004 Athina Summer Games,Naman Keïta,FRA,1978-04-09,Male,3,26.4
400 metres Hurdles,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-06,1992 Barcelona Summer Games,Winthrop Graham,JAM,1965-11-17,Male,2,26.736986301369864
400 metres Hurdles,"Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-04,1936 Berlin Summer Games,Miguel White,PHI,1909-10-09,Male,3,26.838356164383562
400 metres Hurdles,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-05,1984 Los Angeles Summer Games,Harald Schmid,FRG,1957-09-29,Male,3,26.86849315068493
400 metres Hurdles,"White City Stadium, London","London, Great Britain",1908-07-22,1908 London Summer Games,Harry Hillman,USA,1881-09-08,Male,2,26.884931506849316
400 metres Hurdles,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-26,2004 Athina Summer Games,Félix Sánchez,DOM,1977-08-30,Male,1,27.008219178082193
400 metres Hurdles,"Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-21,1952 Helsinki Summer Games,Yury Lituyev,URS,1925-04-11,Male,2,27.295890410958904
400 metres Hurdles,"Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-16,1920 Antwerpen Summer Games,John Norton,USA,1893-04-16,Male,2,27.350684931506848
400 metres Hurdles,"Catalan Cross, Boulogne Forest, Paris","Paris, France",1900-07-15,1900 Paris Summer Games,George Orton,CAN,1873-01-10,Male,3,27.526027397260275
400 metres Hurdles,"Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-08-01,1996 Atlanta Summer Games,Samuel Matete,ZAM,1968-07-27,Male,2,28.03287671232877
400 metres Hurdles,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-06,2012 London Summer Games,Javier Culson,PUR,1984-07-25,Male,3,28.052054794520547
400 metres Hurdles,"University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-15,1968 Ciudad de México Summer Games,Gerhard Hennige,FRG,1940-09-23,Male,2,28.07945205479452
400 metres Hurdles,"Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-02,1972 München Summer Games,Dave Hemery,GBR,1944-07-18,Male,3,28.145205479452056
400 metres Hurdles,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-06,2012 London Summer Games,Michael Tinsley,USA,1984-04-21,Male,2,28.312328767123287
400 metres Hurdles,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-05,1984 Los Angeles Summer Games,Edwin Moses,USA,1955-08-31,Male,1,28.95068493150685
400 metres Hurdles,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-25,1988 Seoul Summer Games,André Phillips,USA,1959-09-05,Male,1,29.076712328767123
400 metres Hurdles,"Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-01,1932 Los Angeles Summer Games,Morgan Taylor,USA,1903-04-17,Male,3,29.312328767123287
400 metres Hurdles,"Empire Stadium, Wembley, London","London, Great Britain",1948-07-31,1948 London Summer Games,Roy Cochran,USA,1919-01-06,Male,1,29.586301369863012
400 metres Hurdles,"Beijing National Stadium, Beijing","Beijing, China",2008-08-18,2008 Beijing Summer Games,Angelo Taylor,USA,1978-12-29,Male,1,29.65753424657534
400 metres Hurdles,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-25,1988 Seoul Summer Games,Amadou Dia Bâ,SEN,1958-09-22,Male,2,30.03013698630137
400 metres Hurdles,"Empire Stadium, Wembley, London","London, Great Britain",1948-07-31,1948 London Summer Games,Duncan White,SRI,1918-03-01,Male,2,30.438356164383563
400 metres Hurdles,"Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-26,2004 Athina Summer Games,Danny McFarlane,JAM,1972-06-14,Male,2,32.221917808219175
400 metres Hurdles,"Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-25,1988 Seoul Summer Games,Edwin Moses,USA,1955-08-31,Male,3,33.09315068493151
400 metres Hurdles,"Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-06,1992 Barcelona Summer Games,Kriss Akabusi,GBR,1958-11-28,Male,3,33.71232876712329
400 metres Hurdles,"White City Stadium, London","London, Great Britain",1908-07-22,1908 London Summer Games,Jimmy Tremeer,GBR,1874-08-01,Male,3,33.99452054794521
400 metres Hurdles,"Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-06,2012 London Summer Games,Félix Sánchez,DOM,1977-08-30,Male,1,34.95890410958904
"3,000 metres Steeplechase","University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-16,1968 Ciudad de México Summer Games,Benjamin Kogo,KEN,,Male,2,0
"3,000 metres Steeplechase","Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-24,2004 Athina Summer Games,Brimin Kipruto,KEN,1985-07-31,Male,2,19.07945205479452
"3,000 metres Steeplechase","Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-07,1992 Barcelona Summer Games,Matthew Birir,KEN,1972-07-05,Male,1,20.104109589041094
"3,000 metres Steeplechase","University Olympic Stadium, Ciudad de México","Ciudad de México, Mexico",1968-10-16,1968 Ciudad de México Summer Games,Amos Biwott,KEN,1947-09-08,Male,1,21.12054794520548
"3,000 metres Steeplechase","Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-29,2000 Sydney Summer Games,Reuben Kosgei,KEN,1979-08-02,Male,1,21.175342465753424
"3,000 metres Steeplechase","Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-28,1976 Montréal Summer Games,Frank Baumgartl,GDR,1955-05-29,Male,3,21.18082191780822
"3,000 metres Steeplechase","Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-06,1932 Los Angeles Summer Games,Joe McCluskey,USA,1911-06-02,Male,3,21.194520547945206
"3,000 metres Steeplechase","Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-08,1936 Berlin Summer Games,Alfred Dompert,GER,1914-12-24,Male,3,21.638356164383563
"3,000 metres Steeplechase","Colombes Olympic Stadium, Colombes","Paris, France",1924-07-09,1924 Paris Summer Games,Paul Bontemps,FRA,1902-11-16,Male,3,21.660273972602738
"3,000 metres Steeplechase","Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-29,2000 Sydney Summer Games,Ali Ezzine,MAR,1978-09-03,Male,3,22.087671232876712
"3,000 metres Steeplechase","Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-24,2004 Athina Summer Games,Ezekiel Kemboi,KEN,1982-05-25,Male,1,22.265753424657536
"3,000 metres Steeplechase","Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-06,1932 Los Angeles Summer Games,Tom Evenson,GBR,1910-01-09,Male,2,22.589041095890412
"3,000 metres Steeplechase","Olympic Stadium, Athens Olympic Sports Complex Spiros Loues, Maroussi","Athina, Greece",2004-08-24,2004 Athina Summer Games,Paul Kipsiele Koech,KEN,1981-11-10,Male,3,22.802739726027397
"3,000 metres Steeplechase","Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-10,1984 Los Angeles Summer Games,Brian Diemer,USA,1961-10-10,Male,3,22.84931506849315
"3,000 metres Steeplechase","Colombes Olympic Stadium, Colombes","Paris, France",1924-07-09,1924 Paris Summer Games,Elias Katz,FIN,1901-06-22,Male,2,23.063013698630137
"3,000 metres Steeplechase","Beijing National Stadium, Beijing","Beijing, China",2008-08-18,2008 Beijing Summer Games,Brimin Kipruto,KEN,1985-07-31,Male,1,23.065753424657533
"3,000 metres Steeplechase","Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-07,1972 München Summer Games,Tapio Kantanen,FIN,1949-05-31,Male,3,23.28767123287671
"3,000 metres Steeplechase","Beijing National Stadium, Beijing","Beijing, China",2008-08-18,2008 Beijing Summer Games,Mahiedine Mekhissi-Benabbad,FRA,1985-03-15,Male,2,23.443835616438356
"3,000 metres Steeplechase","Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-25,1952 Helsinki Summer Games,John Disley,GBR,1928-11-20,Male,3,23.693150684931506
"3,000 metres Steeplechase","Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-05,2012 London Summer Games,Abel Mutai,KEN,1988-10-02,Male,3,23.85753424657534
"3,000 metres Steeplechase","Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-10,1984 Los Angeles Summer Games,Julius Korir,KEN,1960-04-21,Male,1,24.32054794520548
"3,000 metres Steeplechase","Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-07,1992 Barcelona Summer Games,William Mutwol,KEN,1967-10-10,Male,3,24.843835616438355
"3,000 metres Steeplechase","Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-08-02,1996 Atlanta Summer Games,Moses Kiptanui,KEN,1971-10-01,Male,2,24.854794520547944
"3,000 metres Steeplechase","Beijing National Stadium, Beijing","Beijing, China",2008-08-18,2008 Beijing Summer Games,Richard Mateelong,KEN,1983-10-14,Male,3,24.863013698630137
"3,000 metres Steeplechase","National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-17,1964 Tokyo Summer Games,Maurice Herriott,GBR,1939-10-08,Male,2,25.043835616438358
"3,000 metres Steeplechase","Olympic Stadium, Olympic Park, Montréal, Québec","Montréal, Canada",1976-07-28,1976 Montréal Summer Games,Bronisław Malinowski,POL,1951-06-04,Male,2,25.167123287671235
"3,000 metres Steeplechase","Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1932-08-06,1932 Los Angeles Summer Games,Volmari Iso-Hollo,FIN,1907-05-01,Male,1,25.284931506849315
"3,000 metres Steeplechase","Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-30,1988 Seoul Summer Games,Mark Rowland,GBR,1963-03-07,Male,3,25.586301369863012
"3,000 metres Steeplechase","Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-20,1920 Antwerpen Summer Games,Pat Flynn,USA,1894-12-17,Male,2,25.69041095890411
"3,000 metres Steeplechase","Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-04,1928 Amsterdam Summer Games,Toivo Loukola,FIN,1902-10-02,Male,1,25.85753424657534
"3,000 metres Steeplechase","Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-20,1920 Antwerpen Summer Games,Ernesto Ambrosini,ITA,1894-09-29,Male,3,25.90684931506849
"3,000 metres Steeplechase","Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-29,1956 Melbourne Summer Games,Sándor Rozsnyói,HUN,1930-11-24,Male,2,26.03287671232877
"3,000 metres Steeplechase","Olympic Stadium, Olympic Park, Sydney, New South Wales","Sydney, Australia",2000-09-29,2000 Sydney Summer Games,Wilson Boit Kipketer,KEN,1973-10-06,Male,2,27.0
"3,000 metres Steeplechase","Empire Stadium, Wembley, London","London, Great Britain",1948-08-05,1948 London Summer Games,Tore Sjöstrand,SWE,1921-07-31,Male,1,27.03287671232877
"3,000 metres Steeplechase","Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-31,1980 Moskva Summer Games,Filbert Bayi,TAN,1953-06-23,Male,2,27.123287671232877
"3,000 metres Steeplechase","Centennial Olympic Stadium, Atlanta, Georgia","Atlanta, United States",1996-08-02,1996 Atlanta Summer Games,Joseph Keter,KEN,1969-06-13,Male,1,27.156164383561645
"3,000 metres Steeplechase","Olympic Stadium, Seoul Sports Complex, Seoul","Seoul, South Korea",1988-09-30,1988 Seoul Summer Games,Julius Kariuki,KEN,1961-06-12,Male,1,27.32054794520548
"3,000 metres Steeplechase","Olympic Stadium, Olympic Park, Stratford, London","London, Great Britain",2012-08-05,2012 London Summer Games,Mahiedine Mekhissi-Benabbad,FRA,1985-03-15,Male,2,27.410958904109588
"3,000 metres Steeplechase","Olympic Stadium, Roma","Roma, Italy",1960-09-03,1960 Roma Summer Games,Semyon Rzhishchin,URS,1933-02-15,Male,3,27.567123287671233
"3,000 metres Steeplechase","National Stadium, Shinjuku, Tokyo","Tokyo, Japan",1964-10-17,1964 Tokyo Summer Games,Gaston Roelants,BEL,1937-02-05,Male,1,27.715068493150685
"3,000 metres Steeplechase","Melbourne Cricket Ground, Melbourne, Victoria","Melbourne, Australia",1956-11-29,1956 Melbourne Summer Games,Chris Brasher,GBR,1928-08-21,Male,1,28.293150684931508
"3,000 metres Steeplechase","Montjuïc Olympic Stadium, Barcelona","Barcelona, Spain",1992-08-07,1992 Barcelona Summer Games,Patrick Sang,KEN,1964-04-11,Male,2,28.34246575342466
"3,000 metres Steeplechase","Colombes Olympic Stadium, Colombes","Paris, France",1924-07-09,1924 Paris Summer Games,Ville Ritola,FIN,1896-01-18,Male,1,28.49041095890411
"3,000 metres Steeplechase","Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-08,1936 Berlin Summer Games,Kalle Tuominen,FIN,1908-02-09,Male,2,28.515068493150686
"3,000 metres Steeplechase","Los Angeles Memorial Coliseum, Los Angeles, California","Los Angeles, United States",1984-08-10,1984 Los Angeles Summer Games,Joseph Mahmoud,FRA,1955-12-13,Male,2,28.67945205479452
"3,000 metres Steeplechase","Empire Stadium, Wembley, London","London, Great Britain",1948-08-05,1948 London Summer Games,Erik Elmsäter,SWE,1919-10-07,Male,2,28.84931506849315
"3,000 metres Steeplechase","Olympic Stadium, Amsterdam","Amsterdam, Netherlands",1928-08-04,1928 Amsterdam Summer Games,Ove Andersen,FIN,1899-08-02,Male,3,29.024657534246575
"3,000 metres Steeplechase","Grand Arena, Central Lenin Stadium Area, Moskva","Moskva, Soviet Union",1980-07-31,1980 Moskva Summer Games,Bronisław Malinowski,POL,1951-06-04,Male,1,29.17808219178082
"3,000 metres Steeplechase","Olympic Stadium, Imperial Sports Field, Berlin","Berlin, Germany",1936-08-08,1936 Berlin Summer Games,Volmari Iso-Hollo,FIN,1907-05-01,Male,1,29.293150684931508
"3,000 metres Steeplechase","Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-25,1952 Helsinki Summer Games,Horace Ashenfelter,USA,1923-01-23,Male,1,29.523287671232875
"3,000 metres Steeplechase","Olympic Stadium, Olympic Park, München","München, West Germany",1972-09-07,1972 München Summer Games,Ben Jipcho,KEN,1943-03-01,Male,2,29.542465753424658
"3,000 metres Steeplechase","Helsinki Olympic Stadium, Helsinki","Helsinki, Finland",1952-07-25,1952 Helsinki Summer Games,Vladimir Kazantsev,URS,1923-01-06,Male,2,29.56986301369863
"3,000 metres Steeplechase","Olympic Stadium, Antwerpen","Antwerpen, Belgium",1920-08-20,1920 Antwerpen Summer Games,Percy Hodge,GBR,1890-12-26,Male,1,29.66849315068493
